left,top,width,height,ca,no,tr,fr
459,283,818,701,giraffe,18,rzplus,7
465,264,820,760,giraffe,18,rzplus,13
487,371,635,709,giraffe,18,rzplus,19
378,388,655,689,giraffe,18,rzplus,25
531,410,700,670,giraffe,18,rzplus,31
471,381,669,698,giraffe,18,rzplus,37
371,293,1000,782,giraffe,18,rzplus,43
402,412,723,665,giraffe,18,rzplus,49
722,412,413,585,giraffe,18,rzplus,55
736,435,875,645,giraffe,18,rzplus,61
702,368,787,712,giraffe,18,rzplus,67
756,384,753,696,giraffe,18,rzplus,73
725,452,554,625,giraffe,18,rzplus,79
661,402,618,678,giraffe,18,rzplus,85
806,436,519,644,giraffe,18,rzplus,91
749,448,529,621,giraffe,18,rzplus,97
785,474,498,606,giraffe,18,rzplus,103
710,458,480,606,giraffe,18,rzplus,109
848,494,416,563,giraffe,18,rzplus,115
842,409,657,611,giraffe,18,rzplus,121
483,47,313,478,giraffe,19,rxminus,1
473,21,425,529,giraffe,19,rxminus,7
510,18,327,493,giraffe,19,rxminus,13
455,53,430,480,giraffe,19,rxminus,19
564,139,326,276,giraffe,19,rxminus,25
574,69,339,348,giraffe,19,rxminus,31
570,7,426,514,giraffe,19,rxminus,37
607,68,386,476,giraffe,19,rxminus,43
558,46,483,373,giraffe,19,rxminus,49
576,11,412,375,giraffe,19,rxminus,55
575,0,412,397,giraffe,19,rxminus,61
582,3,480,484,giraffe,19,rxminus,67
656,2,330,451,giraffe,19,rxminus,73
668,104,299,328,giraffe,19,rxminus,79
631,136,375,289,giraffe,19,rxminus,85
643,101,395,439,giraffe,19,rxminus,91
673,36,429,596,giraffe,19,rxminus,97
652,79,383,447,giraffe,19,rxminus,103
561,35,491,339,giraffe,19,rxminus,109
623,0,420,369,giraffe,19,rxminus,115
614,0,424,387,giraffe,19,rxminus,121
612,0,375,471,giraffe,19,rxminus,127
606,0,387,461,giraffe,19,rxminus,133
559,158,436,382,giraffe,19,rxplus,1
623,52,397,432,giraffe,19,rxplus,7
549,81,378,425,giraffe,19,rxplus,13
558,68,486,417,giraffe,19,rxplus,19
580,197,501,239,giraffe,19,rxplus,25
565,158,531,420,giraffe,19,rxplus,31
582,176,453,423,giraffe,19,rxplus,37
608,222,462,329,giraffe,19,rxplus,43
587,268,419,311,giraffe,19,rxplus,49
574,116,418,432,giraffe,19,rxplus,55
579,110,457,451,giraffe,19,rxplus,61
577,197,557,381,giraffe,19,rxplus,67
684,266,407,275,giraffe,19,rxplus,73
592,209,642,440,giraffe,19,rxplus,79
616,230,498,405,giraffe,19,rxplus,85
594,202,456,451,giraffe,19,rxplus,91
635,288,381,263,giraffe,19,rxplus,97
606,204,532,420,giraffe,19,rxplus,103
557,129,389,433,giraffe,19,rxplus,109
467,79,598,540,giraffe,19,rxplus,115
606,74,530,445,giraffe,19,rxplus,121
482,39,485,527,giraffe,19,ryminus,1
455,23,413,473,giraffe,19,ryminus,7
321,4,444,469,giraffe,19,ryminus,13
368,4,524,389,giraffe,19,ryminus,19
370,75,543,496,giraffe,19,ryminus,25
485,78,422,579,giraffe,19,ryminus,31
465,8,416,587,giraffe,19,ryminus,37
489,59,464,527,giraffe,19,ryminus,43
444,11,594,490,giraffe,19,ryminus,49
594,21,473,390,giraffe,19,ryminus,55
592,1,515,495,giraffe,19,ryminus,61
513,0,666,557,giraffe,19,ryminus,67
514,8,484,383,giraffe,19,ryminus,73
494,0,528,404,giraffe,19,ryminus,79
434,40,591,458,giraffe,19,ryminus,85
395,2,642,463,giraffe,19,ryminus,91
470,8,548,611,giraffe,19,ryminus,97
408,36,552,508,giraffe,19,ryminus,103
489,47,538,427,giraffe,19,ryminus,109
526,11,520,390,giraffe,19,ryminus,115
605,7,568,539,giraffe,19,ryminus,121
604,0,478,427,giraffe,19,ryminus,127
561,0,403,427,giraffe,19,ryminus,133
569,66,563,529,giraffe,19,ryplus,1
649,53,565,481,giraffe,19,ryplus,7
692,67,308,449,giraffe,19,ryplus,13
717,86,445,428,giraffe,19,ryplus,19
731,89,454,478,giraffe,19,ryplus,25
561,106,526,466,giraffe,19,ryplus,31
564,105,467,493,giraffe,19,ryplus,37
641,160,446,562,giraffe,19,ryplus,43
507,57,515,497,giraffe,19,ryplus,49
480,111,568,440,giraffe,19,ryplus,55
487,77,539,447,giraffe,19,ryplus,61
646,0,436,548,giraffe,19,ryplus,67
685,88,490,506,giraffe,19,ryplus,73
593,219,493,352,giraffe,19,ryplus,79
522,165,521,436,giraffe,19,ryplus,85
654,175,394,472,giraffe,19,ryplus,91
644,45,443,557,giraffe,19,ryplus,97
539,136,557,420,giraffe,19,ryplus,103
494,151,535,371,giraffe,19,ryplus,109
541,65,555,492,giraffe,19,ryplus,115
553,27,429,508,giraffe,19,ryplus,121
353,81,514,459,giraffe,19,rzminus,1
346,117,585,456,giraffe,19,rzminus,7
373,46,623,544,giraffe,19,rzminus,13
439,2,333,510,giraffe,19,rzminus,19
376,0,457,340,giraffe,19,rzminus,25
347,5,642,435,giraffe,19,rzminus,31
499,6,574,446,giraffe,19,rzminus,37
514,1,464,373,giraffe,19,rzminus,43
542,0,374,427,giraffe,19,rzminus,49
432,4,418,441,giraffe,19,rzminus,55
285,2,614,403,giraffe,19,rzminus,61
306,21,697,418,giraffe,19,rzminus,67
390,5,618,442,giraffe,19,rzminus,73
567,0,292,441,giraffe,19,rzminus,79
546,14,449,425,giraffe,19,rzminus,85
390,14,573,340,giraffe,19,rzminus,91
514,0,627,400,giraffe,19,rzminus,97
544,7,520,469,giraffe,19,rzminus,103
393,0,443,553,giraffe,19,rzminus,109
372,2,638,551,giraffe,19,rzminus,115
420,6,760,369,giraffe,19,rzminus,121
400,5,674,345,giraffe,19,rzminus,127
621,29,393,448,giraffe,19,rzplus,1
605,57,342,447,giraffe,19,rzplus,7
572,35,364,466,giraffe,19,rzplus,13
544,21,315,458,giraffe,19,rzplus,19
635,13,222,406,giraffe,19,rzplus,25
711,8,310,506,giraffe,19,rzplus,31
656,8,451,557,giraffe,19,rzplus,37
576,29,488,472,giraffe,19,rzplus,43
700,28,377,493,giraffe,19,rzplus,49
662,5,412,488,giraffe,19,rzplus,55
562,7,544,419,giraffe,19,rzplus,61
563,8,612,489,giraffe,19,rzplus,67
525,0,527,526,giraffe,19,rzplus,73
532,0,509,535,giraffe,19,rzplus,79
674,9,285,494,giraffe,19,rzplus,85
597,3,627,484,giraffe,19,rzplus,91
581,11,617,475,giraffe,19,rzplus,97
579,50,571,429,giraffe,19,rzplus,103
745,40,320,467,giraffe,19,rzplus,109
663,20,433,495,giraffe,19,rzplus,115
520,7,581,493,giraffe,19,rzplus,121
494,14,587,480,giraffe,19,rzplus,127
394,1,640,496,giraffe,19,rzplus,133
861,344,339,733,giraffe,20,rxminus,1
866,354,345,726,giraffe,20,rxminus,7
820,346,464,734,giraffe,20,rxminus,13
770,345,408,734,giraffe,20,rxminus,19
793,479,413,592,giraffe,20,rxminus,25
763,367,392,550,giraffe,20,rxminus,31
715,234,424,823,giraffe,20,rxminus,37
748,209,473,871,giraffe,20,rxminus,43
757,349,425,687,giraffe,20,rxminus,49
712,478,378,517,giraffe,20,rxminus,55
708,322,461,758,giraffe,20,rxminus,61
765,268,521,812,giraffe,20,rxminus,67
793,274,348,806,giraffe,20,rxminus,73
772,456,371,624,giraffe,20,rxminus,79
745,348,368,545,giraffe,20,rxminus,85
691,254,486,780,giraffe,20,rxminus,91
719,236,435,844,giraffe,20,rxminus,97
722,349,496,731,giraffe,20,rxminus,103
685,491,493,514,giraffe,20,rxminus,109
735,272,481,808,giraffe,20,rxminus,115
747,253,500,819,giraffe,20,rxminus,121
777,216,425,862,giraffe,20,rxminus,127
944,394,290,686,giraffe,20,rxplus,1
939,325,301,755,giraffe,20,rxplus,7
865,243,322,677,giraffe,20,rxplus,13
804,372,395,515,giraffe,20,rxplus,19
768,246,496,601,giraffe,20,rxplus,25
712,168,568,806,giraffe,20,rxplus,31
724,85,500,841,giraffe,20,rxplus,37
759,203,395,582,giraffe,20,rxplus,43
836,254,316,614,giraffe,20,rxplus,49
800,213,486,645,giraffe,20,rxplus,55
853,220,333,857,giraffe,20,rxplus,61
838,197,374,757,giraffe,20,rxplus,67
769,297,430,560,giraffe,20,rxplus,73
790,301,381,447,giraffe,20,rxplus,79
720,135,489,811,giraffe,20,rxplus,85
754,83,442,868,giraffe,20,rxplus,91
789,173,413,654,giraffe,20,rxplus,97
812,191,371,659,giraffe,20,rxplus,103
799,297,360,651,giraffe,20,rxplus,109
826,222,400,858,giraffe,20,rxplus,115
693,117,626,927,giraffe,20,rxplus,121
930,344,277,724,giraffe,20,ryminus,1
888,354,415,726,giraffe,20,ryminus,7
836,432,532,447,giraffe,20,ryminus,13
752,408,659,450,giraffe,20,ryminus,19
766,160,439,780,giraffe,20,ryminus,25
860,87,328,838,giraffe,20,ryminus,31
741,135,458,779,giraffe,20,ryminus,37
535,338,600,435,giraffe,20,ryminus,43
641,280,673,647,giraffe,20,ryminus,49
786,187,478,823,giraffe,20,ryminus,55
867,194,406,826,giraffe,20,ryminus,61
728,324,492,555,giraffe,20,ryminus,67
567,403,898,484,giraffe,20,ryminus,73
611,406,851,383,giraffe,20,ryminus,79
645,210,874,620,giraffe,20,ryminus,85
843,68,484,793,giraffe,20,ryminus,91
836,95,390,857,giraffe,20,ryminus,97
611,177,720,736,giraffe,20,ryminus,103
524,222,870,455,giraffe,20,ryminus,109
673,256,737,567,giraffe,20,ryminus,115
754,165,621,642,giraffe,20,ryminus,121
881,383,354,686,giraffe,20,ryplus,1
861,365,409,715,giraffe,20,ryplus,7
788,270,436,787,giraffe,20,ryplus,13
672,364,691,547,giraffe,20,ryplus,19
543,352,853,402,giraffe,20,ryplus,25
563,223,715,658,giraffe,20,ryplus,31
809,209,491,815,giraffe,20,ryplus,37
843,202,425,752,giraffe,20,ryplus,43
759,235,663,476,giraffe,20,ryplus,49
669,338,821,444,giraffe,20,ryplus,55
773,238,541,733,giraffe,20,ryplus,61
887,202,289,832,giraffe,20,ryplus,67
725,246,589,740,giraffe,20,ryplus,73
519,344,861,403,giraffe,20,ryplus,79
516,210,784,582,giraffe,20,ryplus,85
793,106,407,841,giraffe,20,ryplus,91
803,99,479,773,giraffe,20,ryplus,97
738,208,676,679,giraffe,20,ryplus,103
673,409,814,341,giraffe,20,ryplus,109
633,246,754,519,giraffe,20,ryplus,115
772,136,418,888,giraffe,20,ryplus,121
821,307,326,773,giraffe,20,rzminus,1
790,330,298,749,giraffe,20,rzminus,7
729,297,456,778,giraffe,20,rzminus,13
655,313,479,757,giraffe,20,rzminus,19
793,313,327,721,giraffe,20,rzminus,25
777,308,415,772,giraffe,20,rzminus,31
769,165,460,910,giraffe,20,rzminus,37
636,121,725,953,giraffe,20,rzminus,43
587,47,711,978,giraffe,20,rzminus,49
627,71,656,994,giraffe,20,rzminus,55
768,212,315,866,giraffe,20,rzminus,61
705,250,455,823,giraffe,20,rzminus,67
772,204,478,876,giraffe,20,rzminus,73
787,242,363,838,giraffe,20,rzminus,79
792,231,452,847,giraffe,20,rzminus,85
788,135,461,945,giraffe,20,rzminus,91
742,115,640,962,giraffe,20,rzminus,97
666,51,817,1022,giraffe,20,rzminus,103
683,158,622,921,giraffe,20,rzminus,109
760,163,460,903,giraffe,20,rzminus,115
830,192,484,869,giraffe,20,rzminus,121
811,332,372,748,giraffe,20,rzplus,1
810,338,281,740,giraffe,20,rzplus,7
734,308,387,747,giraffe,20,rzplus,13
622,291,548,788,giraffe,20,rzplus,19
601,267,833,802,giraffe,20,rzplus,25
805,189,593,891,giraffe,20,rzplus,31
778,228,637,852,giraffe,20,rzplus,37
787,216,538,864,giraffe,20,rzplus,43
813,214,329,823,giraffe,20,rzplus,49
800,251,413,775,giraffe,20,rzplus,55
704,231,389,849,giraffe,20,rzplus,61
759,222,405,858,giraffe,20,rzplus,67
662,172,636,908,giraffe,20,rzplus,73
869,223,643,857,giraffe,20,rzplus,79
794,171,603,900,giraffe,20,rzplus,85
885,217,329,863,giraffe,20,rzplus,91
840,210,359,735,giraffe,20,rzplus,97
779,147,425,694,giraffe,20,rzplus,103
734,157,516,923,giraffe,20,rzplus,109
773,142,479,938,giraffe,20,rzplus,115
818,191,385,889,giraffe,20,rzplus,121
816,154,376,887,giraffe,20,rzplus,127
860,192,426,820,giraffe,21,rxminus,1
886,238,363,787,giraffe,21,rxminus,7
841,349,277,622,giraffe,21,rxminus,13
790,426,392,582,giraffe,21,rxminus,19
846,580,255,349,giraffe,21,rxminus,25
808,602,296,226,giraffe,21,rxminus,31
798,478,329,570,giraffe,21,rxminus,37
825,353,343,699,giraffe,21,rxminus,43
842,316,303,696,giraffe,21,rxminus,49
817,375,348,612,giraffe,21,rxminus,55
837,541,319,440,giraffe,21,rxminus,61
904,400,231,520,giraffe,21,rxminus,67
912,261,226,703,giraffe,21,rxminus,73
854,230,328,782,giraffe,21,rxminus,79
903,428,284,622,giraffe,21,rxminus,85
987,580,229,499,giraffe,21,rxminus,91
847,561,423,432,giraffe,21,rxminus,97
890,391,310,686,giraffe,21,rxminus,103
914,368,251,710,giraffe,21,rxminus,109
897,538,274,488,giraffe,21,rxminus,115
893,575,289,470,giraffe,21,rxminus,121
830,379,372,701,giraffe,21,rxminus,127
938,93,301,649,giraffe,21,rxplus,1
959,75,277,667,giraffe,21,rxplus,7
933,74,280,680,giraffe,21,rxplus,13
865,68,352,765,giraffe,21,rxplus,19
851,82,353,684,giraffe,21,rxplus,25
702,283,502,450,giraffe,21,rxplus,31
716,372,565,423,giraffe,21,rxplus,37
728,306,586,527,giraffe,21,rxplus,43
738,334,510,592,giraffe,21,rxplus,49
784,290,360,691,giraffe,21,rxplus,55
830,308,326,715,giraffe,21,rxplus,61
906,308,232,648,giraffe,21,rxplus,67
863,443,319,408,giraffe,21,rxplus,73
944,465,211,274,giraffe,21,rxplus,79
981,310,211,533,giraffe,21,rxplus,85
990,112,240,725,giraffe,21,rxplus,91
910,152,247,705,giraffe,21,rxplus,97
826,181,333,664,giraffe,21,rxplus,103
862,176,366,560,giraffe,21,rxplus,109
745,316,519,453,giraffe,21,rxplus,115
936,411,290,446,giraffe,21,rxplus,121
933,305,266,689,giraffe,21,rxplus,127
911,335,270,674,giraffe,21,rxplus,133
941,338,229,667,giraffe,21,rxplus,139
917,426,290,482,giraffe,21,rxplus,145
988,497,237,297,giraffe,21,rxplus,151
968,334,318,581,giraffe,21,rxplus,157
989,272,324,564,giraffe,21,ryminus,1
835,291,600,553,giraffe,21,ryminus,7
907,325,518,407,giraffe,21,ryminus,13
869,367,589,229,giraffe,21,ryminus,19
894,273,659,466,giraffe,21,ryminus,25
888,265,385,611,giraffe,21,ryminus,31
913,153,235,699,giraffe,21,ryminus,37
752,103,533,600,giraffe,21,ryminus,43
642,91,777,363,giraffe,21,ryminus,49
779,178,725,366,giraffe,21,ryminus,55
853,207,520,584,giraffe,21,ryminus,61
1062,156,337,697,giraffe,21,ryminus,67
963,207,441,565,giraffe,21,ryminus,73
949,298,586,343,giraffe,21,ryminus,79
992,289,605,202,giraffe,21,ryminus,85
1012,205,550,502,giraffe,21,ryminus,91
1024,111,341,719,giraffe,21,ryminus,97
907,126,427,738,giraffe,21,ryminus,103
740,343,749,523,giraffe,21,ryminus,109
951,422,700,448,giraffe,21,ryminus,115
1154,370,416,642,giraffe,21,ryminus,121
778,194,343,777,giraffe,21,ryplus,1
791,227,333,662,giraffe,21,ryplus,7
702,279,551,508,giraffe,21,ryplus,13
654,343,646,443,giraffe,21,ryplus,19
656,433,705,528,giraffe,21,ryplus,25
782,398,537,614,giraffe,21,ryplus,31
886,292,397,752,giraffe,21,ryplus,37
806,315,505,625,giraffe,21,ryplus,43
746,434,630,414,giraffe,21,ryplus,49
674,510,693,327,giraffe,21,ryplus,55
682,384,605,483,giraffe,21,ryplus,61
741,334,400,612,giraffe,21,ryplus,67
779,333,352,684,giraffe,21,ryplus,73
795,344,502,545,giraffe,21,ryplus,79
739,438,742,347,giraffe,21,ryplus,85
682,451,693,428,giraffe,21,ryplus,91
682,379,616,548,giraffe,21,ryplus,97
804,350,396,730,giraffe,21,ryplus,103
793,387,542,555,giraffe,21,ryplus,109
691,545,695,259,giraffe,21,ryplus,115
656,456,689,468,giraffe,21,ryplus,121
752,322,369,690,giraffe,21,ryplus,127
871,218,284,714,giraffe,21,rzminus,1
896,310,256,627,giraffe,21,rzminus,7
867,306,328,743,giraffe,21,rzminus,13
927,380,200,637,giraffe,21,rzminus,19
923,397,210,626,giraffe,21,rzminus,25
901,375,289,674,giraffe,21,rzminus,31
892,373,273,697,giraffe,21,rzminus,37
874,338,262,682,giraffe,21,rzminus,43
773,335,293,664,giraffe,21,rzminus,49
671,331,426,748,giraffe,21,rzminus,55
791,439,363,635,giraffe,21,rzminus,61
851,416,348,644,giraffe,21,rzminus,67
871,448,334,632,giraffe,21,rzminus,73
895,426,271,654,giraffe,21,rzminus,79
888,458,172,622,giraffe,21,rzminus,85
820,474,261,606,giraffe,21,rzminus,91
888,443,265,626,giraffe,21,rzminus,97
713,403,591,677,giraffe,21,rzminus,103
837,453,372,627,giraffe,21,rzminus,109
867,466,261,611,giraffe,21,rzminus,115
822,78,571,844,giraffe,21,rzplus,1
974,129,286,744,giraffe,21,rzplus,7
978,115,277,739,giraffe,21,rzplus,13
964,77,313,928,giraffe,21,rzplus,19
967,185,248,709,giraffe,21,rzplus,25
985,180,243,724,giraffe,21,rzplus,31
906,189,354,734,giraffe,21,rzplus,37
902,213,304,730,giraffe,21,rzplus,43
1007,266,280,687,giraffe,21,rzplus,49
1000,250,288,731,giraffe,21,rzplus,55
882,236,252,739,giraffe,21,rzplus,61
915,250,275,726,giraffe,21,rzplus,67
932,274,278,732,giraffe,21,rzplus,73
879,251,318,829,giraffe,21,rzplus,79
862,209,367,850,giraffe,21,rzplus,85
896,211,355,792,giraffe,21,rzplus,91
969,272,303,773,giraffe,21,rzplus,97
991,290,253,750,giraffe,21,rzplus,103
924,321,254,739,giraffe,21,rzplus,109
898,347,313,705,giraffe,21,rzplus,115
886,369,314,711,giraffe,21,rzplus,121
659,300,573,623,giraffe,22,rxminus,1
653,378,632,626,giraffe,22,rxminus,7
589,348,595,616,giraffe,22,rxminus,13
637,497,552,472,giraffe,22,rxminus,19
626,596,607,341,giraffe,22,rxminus,25
641,512,592,567,giraffe,22,rxminus,31
706,475,569,602,giraffe,22,rxminus,37
710,405,543,543,giraffe,22,rxminus,43
629,513,636,549,giraffe,22,rxminus,49
614,442,623,488,giraffe,22,rxminus,55
645,255,624,653,giraffe,22,rxminus,61
648,281,611,647,giraffe,22,rxminus,67
598,238,644,623,giraffe,22,rxminus,73
715,443,548,435,giraffe,22,rxminus,79
685,429,627,557,giraffe,22,rxminus,85
694,479,556,587,giraffe,22,rxminus,91
673,479,552,590,giraffe,22,rxminus,97
623,644,543,343,giraffe,22,rxminus,103
617,406,689,605,giraffe,22,rxminus,109
544,335,804,719,giraffe,22,rxminus,115
568,303,789,736,giraffe,22,rxminus,121
709,215,594,654,giraffe,22,rxminus,127
652,366,684,635,giraffe,22,rxplus,1
632,373,726,621,giraffe,22,rxplus,7
578,401,680,637,giraffe,22,rxplus,13
524,455,688,534,giraffe,22,rxplus,19
543,624,628,374,giraffe,22,rxplus,25
672,574,524,503,giraffe,22,rxplus,31
663,539,564,541,giraffe,22,rxplus,37
797,651,482,377,giraffe,22,rxplus,43
688,701,596,379,giraffe,22,rxplus,49
592,565,757,515,giraffe,22,rxplus,55
560,506,759,574,giraffe,22,rxplus,61
643,525,649,538,giraffe,22,rxplus,67
661,473,565,607,giraffe,22,rxplus,73
619,601,620,465,giraffe,22,rxplus,79
680,746,647,329,giraffe,22,rxplus,85
831,684,422,396,giraffe,22,rxplus,91
733,652,526,428,giraffe,22,rxplus,97
758,771,528,303,giraffe,22,rxplus,103
745,661,513,417,giraffe,22,rxplus,109
687,569,548,511,giraffe,22,rxplus,115
657,515,652,565,giraffe,22,rxplus,121
727,313,615,637,giraffe,22,ryminus,1
803,332,561,587,giraffe,22,ryminus,7
708,374,610,609,giraffe,22,ryminus,13
687,466,751,562,giraffe,22,ryminus,19
705,563,687,430,giraffe,22,ryminus,25
752,572,597,503,giraffe,22,ryminus,31
809,374,418,695,giraffe,22,ryminus,37
619,550,748,509,giraffe,22,ryminus,43
682,583,702,493,giraffe,22,ryminus,49
781,578,767,445,giraffe,22,ryminus,55
772,426,585,648,giraffe,22,ryminus,61
803,360,553,715,giraffe,22,ryminus,67
776,409,545,653,giraffe,22,ryminus,73
584,495,711,575,giraffe,22,ryminus,79
634,540,730,497,giraffe,22,ryminus,85
781,568,659,488,giraffe,22,ryminus,91
698,622,637,458,giraffe,22,ryminus,97
692,433,672,647,giraffe,22,ryminus,103
692,571,728,509,giraffe,22,ryminus,109
810,548,657,525,giraffe,22,ryminus,115
683,385,547,695,giraffe,22,ryminus,121
874,380,530,675,giraffe,22,ryminus,127
634,313,597,634,giraffe,22,ryplus,1
547,359,815,637,giraffe,22,ryplus,7
596,350,685,679,giraffe,22,ryplus,13
678,345,470,672,giraffe,22,ryplus,19
644,392,578,688,giraffe,22,ryplus,25
615,514,761,438,giraffe,22,ryplus,31
616,517,688,545,giraffe,22,ryplus,37
557,536,777,544,giraffe,22,ryplus,43
773,530,560,548,giraffe,22,ryplus,49
720,398,471,626,giraffe,22,ryplus,55
563,453,730,611,giraffe,22,ryplus,61
445,434,882,641,giraffe,22,ryplus,67
637,399,600,629,giraffe,22,ryplus,73
729,341,559,718,giraffe,22,ryplus,79
601,393,638,687,giraffe,22,ryplus,85
635,495,711,456,giraffe,22,ryplus,91
564,507,709,573,giraffe,22,ryplus,97
685,369,546,683,giraffe,22,ryplus,103
711,439,567,641,giraffe,22,ryplus,109
480,507,816,573,giraffe,22,ryplus,115
560,466,695,576,giraffe,22,ryplus,121
654,369,644,657,giraffe,22,rzminus,1
623,395,615,651,giraffe,22,rzminus,7
510,499,593,580,giraffe,22,rzminus,13
702,460,369,618,giraffe,22,rzminus,19
752,483,426,583,giraffe,22,rzminus,25
644,479,620,601,giraffe,22,rzminus,31
699,426,651,654,giraffe,22,rzminus,37
710,414,592,661,giraffe,22,rzminus,43
844,430,314,580,giraffe,22,rzminus,49
535,447,639,633,giraffe,22,rzminus,55
530,466,626,614,giraffe,22,rzminus,61
478,409,706,671,giraffe,22,rzminus,67
504,473,622,607,giraffe,22,rzminus,73
643,427,523,648,giraffe,22,rzminus,79
625,469,477,610,giraffe,22,rzminus,85
695,385,598,690,giraffe,22,rzminus,91
696,514,661,566,giraffe,22,rzminus,97
752,443,613,616,giraffe,22,rzminus,103
811,447,467,628,giraffe,22,rzminus,109
733,510,431,570,giraffe,22,rzminus,115
580,520,704,502,giraffe,22,rzminus,121
700,399,700,681,giraffe,22,rzminus,127
668,377,599,645,giraffe,22,rzplus,1
497,447,809,633,giraffe,22,rzplus,7
524,496,669,572,giraffe,22,rzplus,13
397,479,741,601,giraffe,22,rzplus,19
704,516,416,564,giraffe,22,rzplus,25
743,441,633,636,giraffe,22,rzplus,31
675,399,809,665,giraffe,22,rzplus,37
682,394,666,686,giraffe,22,rzplus,43
668,359,504,721,giraffe,22,rzplus,49
658,363,470,711,giraffe,22,rzplus,55
506,436,656,642,giraffe,22,rzplus,61
562,348,662,638,giraffe,22,rzplus,67
619,247,584,736,giraffe,22,rzplus,73
635,393,523,687,giraffe,22,rzplus,79
774,359,477,721,giraffe,22,rzplus,85
792,425,545,613,giraffe,22,rzplus,91
693,402,673,678,giraffe,22,rzplus,97
805,467,385,599,giraffe,22,rzplus,103
811,483,360,597,giraffe,22,rzplus,109
642,476,531,604,giraffe,22,rzplus,115
617,497,774,567,giraffe,22,rzplus,121
318,5,775,914,giraffe,23,rxminus,1
550,6,674,873,giraffe,23,rxminus,7
470,3,759,934,giraffe,23,rxminus,13
394,0,782,937,giraffe,23,rxminus,19
401,191,1016,633,giraffe,23,rxminus,25
608,0,738,727,giraffe,23,rxminus,31
444,2,872,941,giraffe,23,rxminus,37
420,6,859,1074,giraffe,23,rxminus,43
470,68,823,772,giraffe,23,rxminus,49
317,0,839,540,giraffe,23,rxminus,55
526,0,703,822,giraffe,23,rxminus,61
460,0,866,922,giraffe,23,rxminus,67
345,0,954,923,giraffe,23,rxminus,73
381,10,990,790,giraffe,23,rxminus,79
490,79,975,380,giraffe,23,rxminus,85
587,0,832,710,giraffe,23,rxminus,91
517,0,762,987,giraffe,23,rxminus,97
479,0,748,1080,giraffe,23,rxminus,103
505,0,680,1046,giraffe,23,rxminus,109
284,8,901,572,giraffe,23,rxminus,115
591,0,586,740,giraffe,23,rxminus,121
563,0,576,849,giraffe,23,rxminus,127
516,0,683,852,giraffe,23,rxminus,133
205,0,841,927,giraffe,23,rxplus,1
319,3,848,978,giraffe,23,rxplus,7
274,0,828,924,giraffe,23,rxplus,13
496,3,699,547,giraffe,23,rxplus,19
195,131,1115,311,giraffe,23,rxplus,25
125,0,1211,1080,giraffe,23,rxplus,31
376,0,975,1053,giraffe,23,rxplus,37
612,0,759,885,giraffe,23,rxplus,43
391,165,1053,508,giraffe,23,rxplus,49
472,170,946,651,giraffe,23,rxplus,55
529,3,896,978,giraffe,23,rxplus,61
579,8,889,976,giraffe,23,rxplus,67
271,0,1016,685,giraffe,23,rxplus,73
211,295,1069,529,giraffe,23,rxplus,79
376,5,890,1075,giraffe,23,rxplus,85
514,10,869,1007,giraffe,23,rxplus,91
542,0,886,904,giraffe,23,rxplus,97
475,149,971,364,giraffe,23,rxplus,103
431,0,974,924,giraffe,23,rxplus,109
577,0,875,979,giraffe,23,rxplus,115
548,6,834,956,giraffe,23,rxplus,121
440,2,725,981,giraffe,23,ryminus,1
393,0,776,980,giraffe,23,ryminus,7
261,0,1128,874,giraffe,23,ryminus,13
115,0,1405,686,giraffe,23,ryminus,19
296,0,1086,794,giraffe,23,ryminus,25
604,0,754,1074,giraffe,23,ryminus,31
367,0,946,958,giraffe,23,ryminus,37
477,13,1145,695,giraffe,23,ryminus,43
555,60,1178,757,giraffe,23,ryminus,49
547,0,758,820,giraffe,23,ryminus,55
691,14,555,809,giraffe,23,ryminus,61
323,0,937,888,giraffe,23,ryminus,67
275,111,1236,447,giraffe,23,ryminus,73
449,11,1081,743,giraffe,23,ryminus,79
628,0,781,1005,giraffe,23,ryminus,85
422,0,817,789,giraffe,23,ryminus,91
346,4,1251,566,giraffe,23,ryminus,97
310,0,1385,579,giraffe,23,ryminus,103
479,0,950,744,giraffe,23,ryminus,109
549,0,671,890,giraffe,23,ryminus,115
659,14,537,866,giraffe,23,ryminus,121
609,1,635,817,giraffe,23,ryminus,127
504,0,717,782,giraffe,23,ryplus,1
394,6,900,908,giraffe,23,ryplus,7
465,0,817,908,giraffe,23,ryplus,13
519,0,690,958,giraffe,23,ryplus,19
475,119,1046,699,giraffe,23,ryplus,25
368,78,1152,726,giraffe,23,ryplus,31
401,77,984,993,giraffe,23,ryplus,37
612,23,783,1057,giraffe,23,ryplus,43
570,4,952,950,giraffe,23,ryplus,49
259,204,1272,620,giraffe,23,ryplus,55
300,0,1070,955,giraffe,23,ryplus,61
674,0,577,952,giraffe,23,ryplus,67
741,0,435,1003,giraffe,23,ryplus,73
544,9,1077,809,giraffe,23,ryplus,79
427,5,1215,741,giraffe,23,ryplus,85
534,6,853,994,giraffe,23,ryplus,91
568,11,895,1063,giraffe,23,ryplus,97
601,0,934,898,giraffe,23,ryplus,103
304,137,1181,561,giraffe,23,ryplus,109
346,106,958,882,giraffe,23,ryplus,115
438,13,888,1021,giraffe,23,ryplus,121
724,57,460,793,giraffe,23,ryplus,127
432,0,869,944,giraffe,23,rzminus,1
595,7,752,844,giraffe,23,rzminus,7
